"Colorado Medicaid Fee Schedule January 1, 2014",,,,,,,,,,,,
"The reimbursement rates listed in this fee schedule are valid for services rendered on or after January 1, 2014  Please refer to the Fee Schedule Instructions on the website for an explaination of each field",,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
CPT or HCPCS Procedure Code,Procedure Code Modifier,Base Value,Conversion Factor,Total CO Medicaid Allowable (Base Value x Conversion Factor),Min Age,Max Age,Post Op Days,Prior Authorization Needed,,,,
G0202,,13.22,7.55,$99.81,000,999,000,No,,,,
G0204,26,4.72,7.55,$35.64,000,999,000,No,,,,
G0204,TC,9.26,7.55,$69.91,000,999,000,No,,,,
G0204,,13.98,7.55,$105.55,000,999,000,No,,,,
G0206,26,3.81,7.55,$28.77,000,999,000,No,,,,
G0206,TC,7.48,7.55,$56.47,000,999,000,No,,,,
G0206,,11.29,7.55,$85.24,000,999,000,No,,,,
G0219,26,7.94,7.55,$59.95,000,999,000,No,,,,
G0219,TC,196.13,7.55,"$1,480.78",000,999,000,No,,,,
G0219,,204.07,7.55,"$1,540.73",000,999,000,No,,,,
G0235,26,,,Code is manually priced,000,999,000,No,,,,
G0235,TC,,,Code is manually priced,000,999,000,No,,,,
G0235,,,,Code is manually priced,000,999,000,No,,,,
G0237,,4.39,2.73,$11.98,000,999,000,No,,,,
G0238,,2.58,2.73,$7.04,000,999,000,No,,,,
G0239,,2.67,2.73,$7.29,000,999,000,No,,,,
G0245,,15.14,2.73,$41.33,000,999,000,No,,,,
G0246,,7.89,2.73,$21.54,000,999,000,No,,,,
G0247,,0.82,33.11,$27.15,000,999,000,No,,,,
G0248,,,,Not a benefit,,,,,,,,
G0249,,,,Not a benefit,,,,,,,,
G0250,,,,Not a benefit,,,,,,,,
G0251,,193.36,7.55,"$1,459.87",000,999,000,No,,,,
G0252,26,8.51,7.55,$64.25,000,999,000,No,,,,
G0252,TC,,,Code is manually priced,000,999,000,No,,,,
G0252,,13.66,7.55,$103.13,000,999,000,No,,,,
G0255,,99.63,2.73,$271.99,000,999,000,No,,,,
G0257,,,,Not a benefit,,,,,,,,
G0259,,14.71,7.55,$111.06,000,999,000,No,,,,
G0260,,8.84,7.55,$66.74,000,999,000,No,,,,
G0268,,0.60,33.11,$19.87,000,999,000,No,,,,
G0269,,2.29,33.11,$75.82,000,999,000,No,,,,
G0270,,,,Not a benefit,,,,,,,,
G0271,,,,Not a benefit,,,,,,,,
G0278,,1.37,7.55,$10.34,000,999,000,No,,,,
G0281,,,,Not a benefit,,,,,,,,
G0282,,,,Not a benefit,,,,,,,,
G0283,,,,Not a benefit,,,,,,,,
G0288,,15.10,7.55,$114.01,000,999,000,No,,,,
G0289,,1.75,33.11,$57.94,000,999,000,No,,,,
G0293,,,,Not a benefit,,,,,,,,
G0294,,,,Not a benefit,,,,,,,,
G0295,,,,Not a benefit,,,,,,,,
G0302,,,,Not a benefit,,,,,,,,
G0303,,,,Not a benefit,,,,,,,,
G0304,,,,Not a benefit,,,,,,,,
G0305,,,,Not a benefit,,,,,,,,
G0306,,8.56,1.00,$8.56,000,999,000,No,,,,
G0329,,1.96,2.73,$5.35,000,999,000,No,,,,
G0333,,12.55,1.00,$12.55,000,999,000,No,,,,
G0337,,,,Not a benefit,,,,,,,,
G0339,,31.48,33.11,"$1,042.30",001,999,000,No,,,,
G0340,,31.48,33.11,"$1,042.30",001,999,000,No,,,,
G0341,,10.97,33.11,$363.22,001,999,000,No,,,,
G0342,,14.81,33.11,$490.36,001,999,090,No,,,,
G0343,,24.37,33.11,$806.89,001,999,090,No,,,,
G0364,,0.27,33.11,$8.94,000,999,000,No,,,,
G0365,26,1.43,7.55,$10.80,000,999,000,No,,,,
G0365,TC,16.40,7.55,$123.82,000,999,000,No,,,,
G0365,,17.83,7.55,$134.62,000,999,000,No,,,,
G0372,,,,Not a benefit,,,,,,,,
G0378,,,,Not a benefit,,,,,,,,
G0379,,,,Not a benefit,,,,,,,,
G0380,,,,Not a benefit,,,,,,,,
G0381,,,,Not a benefit,,,,,,,,
G0382,,,,Not a benefit,,,,,,,,
G0383,,,,Not a benefit,,,,,,,,
G0384,,,,Not a benefit,,,,,,,,
G0389,,9.79,7.55,$73.91,000,999,000,No,,,,
G0390,,,,Not a benefit,,,,,,,,
G0396,,,,Not a benefit,,,,,,,,
G0397,,,,Not a benefit,,,,,,,,
G0398,26,26.54,2.73,$72.45,000,999,000,No,,,,
G0398,TC,13.27,2.73,$36.23,000,999,000,No,,,,
G0398,,39.81,2.73,$108.68,000,999,000,No,,,,
G0399,26,22.56,2.73,$61.59,000,999,000,No,,,,
G0399,TC,9.29,2.73,$25.36,000,999,000,No,,,,
G0399,,33.17,2.73,$90.55,000,999,000,No,,,,
G0400,26,18.58,2.73,$50.72,000,999,000,No,,,,
G0400,TC,7.97,2.73,$21.76,000,999,000,No,,,,
G0400,,26.54,2.73,$72.45,000,999,000,No,,,,
G0402,,21.68,2.73,$59.19,000,999,000,No,,,,
G0403,,4.86,2.73,$13.27,000,999,000,No,,,,
G0404,,3.18,2.73,$8.68,000,999,000,No,,,,
G0405,,1.94,2.73,$5.30,000,999,000,No,,,,
G0406,,,,Not a benefit,,,,,,,,
G0407,,,,Not a benefit,,,,,,,,
G0408,,,,Not a benefit,,,,,,,,
G0409,,,,Not a benefit,,,,,,,,
G0410,,,,Not a benefit,,,,,,,,
G0411,,,,Not a benefit,,,,,,,,
G0412,,14.37,33.11,$475.79,000,999,090,No,,,,
G0413,,21.02,33.11,$695.97,000,999,090,No,,,,
G0414,,19.90,33.11,$658.89,000,999,090,No,,,,
G0415,,27.19,33.11,$900.26,000,999,090,No,,,,
G0416,,57.02,7.85,$447.61,000,999,000,No,,,,
G0417,,110.78,7.85,$869.62,000,999,000,No,,,,
G0418,,190.15,7.85,"$1,492.68",000,999,000,No,,,,
G0419,,225.66,7.85,"$1,771.43",000,999,000,No,,,,
G0420,,,,Not a benefit,,,,,,,,
G0421,,,,Not a benefit,,,,,,,,
G0422,,28.64,1.00,$28.64,000,999,000,No,,,,
G0423,,28.64,1.00,$28.64,000,999,000,No,,,,
G0424,,13.67,1.00,$13.67,000,999,000,No,,,,
G0425,,,,Not a benefit,,,,,,,,
G0426,,,,Not a benefit,,,,,,,,
G0427,,,,Not a benefit,,,,,,,,
G0428,,,,Code is manually priced,000,999,000,No,,,,
G0429,,,,Code is manually priced,000,999,000,No,,,,
G0431,,17.32,1.00,$17.32,000,999,000,No,,,,
G0432,,10.66,1.00,$10.66,000,999,000,No,,,,
G0433,,10.66,1.00,$10.66,000,999,000,No,,,,
G0434,,15.53,1.00,$15.53,000,999,000,No,,,,
G0435,,12.82,1.00,$12.82,000,999,000,No,,,,
G0436,,,,Not a benefit,,,,,,,,
G0437,,,,Not a benefit,,,,,,,,
G0438,,,,Not a benefit,,,,,,,,
G0439,,,,Not a benefit,,,,,,,,
G0442,,,,Code is manually priced,000,999,000,No,,,,
G0443,,,,Code is manually priced,000,999,000,No,,,,
G0444,,,,Code is manually priced,000,999,000,No,,,,
G0445,,,,Code is manually priced,000,999,000,No,,,,
G0446,,,,Code is manually priced,000,999,000,No,,,,
G0447,,,,Code is manually priced,000,999,000,No,,,,
G0448,,,,Code is manually priced,000,999,000,Yes,,,,
G0449,,,,Code is manually priced,000,999,000,No,,,,
G0450,,,,Code is manually priced,000,999,000,No,,,,
G0451,,5.47,1.00,$5.47,000,999,000,Yes,,,,
G0452,,,,Not a benefit,,,,,,,,
G0453,,,,Not a benefit,,,,,,,,
G0454,,,,Not a benefit,,,,,,,,
G0455,,,,Not a benefit,,,,,,,,
G0456,,,,Not a benefit,,,,,,,,
G0457,,,,Not a benefit,,,,,,,,
G0458,,,,Not a benefit,,,,,,,,
G0461,,,,Not a benefit,,,,,,,,
G0462,,,,Not a benefit,,,,,,,,
G0463,,,,Not a benefit,,,,,,,,
G0908,,,,Not a benefit,,,,,,,,
G0909,,,,Not a benefit,,,,,,,,
G0910,,,,Not a benefit,,,,,,,,
G0913,,,,Not a benefit,,,,,,,,
G0914,,,,Not a benefit,,,,,,,,
G0915,,,,Not a benefit,,,,,,,,
G0916,,,,Not a benefit,,,,,,,,
G0917,,,,Not a benefit,,,,,,,,
G0918,,,,Not a benefit,,,,,,,,
G0919,,,,Not a benefit,,,,,,,,
G0920,,,,Not a benefit,,,,,,,,
G0921,,,,Not a benefit,,,,,,,,
G0922,,,,Not a benefit,,,,,,,,
G3001,,,,Not a benefit,,,,,,,,
G8126,,,,Not a benefit,,,,,,,,
G8127,,,,Not a benefit,,,,,,,,
G8128,,,,Not a benefit,,,,,,,,
G8395,,,,Not a benefit,,,,,,,,
G8396,,,,Not a benefit,,,,,,,,
G8397,,,,Not a benefit,,,,,,,,
G8398,,,,Not a benefit,,,,,,,,
G8399,,,,Not a benefit,,,,,,,,
G8400,,,,Not a benefit,,,,,,,,
G8401,,,,Not a benefit,,,,,,,,
G8404,,,,Not a benefit,,,,,,,,
G8405,,,,Not a benefit,,,,,,,,
G8406,,,,Not a benefit,,,,,,,,
G8410,,,,Not a benefit,,,,,,,,
G8415,,,,Not a benefit,,,,,,,,
G8416,,,,Not a benefit,,,,,,,,
G8417,,,,Not a benefit,,,,,,,,
G8418,,,,Not a benefit,,,,,,,,
G8419,,,,Not a benefit,,,,,,,,
G8420,,,,Not a benefit,,,,,,,,
G8421,,,,Not a benefit,,,,,,,,
G8422,,,,Not a benefit,,,,,,,,
G8427,,,,Not a benefit,,,,,,,,
G8428,,,,Not a benefit,,,,,,,,
G8430,,,,Not a benefit,,,,,,,,
G8431,,,,Not a benefit,,,,,,,,
G8432,,,,Not a benefit,,,,,,,,
G8433,,,,Not a benefit,,,,,,,,
G8442,,,,Not a benefit,,,,,,,,
G8450,,,,Not a benefit,,,,,,,,
G8451,,,,Not a benefit,,,,,,,,
G8452,,,,Not a benefit,,,,,,,,
G8458,,,,Not a benefit,,,,,,,,
G8460,,,,Not a benefit,,,,,,,,
G8461,,,,Not a benefit,,,,,,,,
G8464,,,,Not a benefit,,,,,,,,
G8465,,,,Not a benefit,,,,,,,,
G8473,,,,Not a benefit,,,,,,,,
G8474,,,,Not a benefit,,,,,,,,
G8475,,,,Not a benefit,,,,,,,,
G8476,,,,Not a benefit,,,,,,,,
G8477,,,,Not a benefit,,,,,,,,
G8478,,,,Not a benefit,,,,,,,,
G8482,,,,Not a benefit,,,,,,,,
G8483,,,,Not a benefit,,,,,,,,
G8484,,,,Not a benefit,,,,,,,,
G8485,,,,Not a benefit,,,,,,,,
G8486,,,,Not a benefit,,,,,,,,
G8487,,,,Not a benefit,,,,,,,,
G8489,,,,Not a benefit,,,,,,,,
G8490,,,,Not a benefit,,,,,,,,
G8491,,,,Not a benefit,,,,,,,,
G8492,,,,Not a benefit,,,,,,,,
G8493,,,,Not a benefit,,,,,,,,
G8494,,,,Not a benefit,,,,,,,,
G8495,,,,Not a benefit,,,,,,,,
G8496,,,,Not a benefit,,,,,,,,
G8497,,,,Not a benefit,,,,,,,,
G8498,,,,Not a benefit,,,,,,,,
G8499,,,,Not a benefit,,,,,,,,
G8500,,,,Not a benefit,,,,,,,,
G8501,,,,Not a benefit,,,,,,,,
G8502,,,,Not a benefit,,,,,,,,
G8506,,,,Not a benefit,,,,,,,,
G8509,,,,Not a benefit,,,,,,,,
G8510,,,,Not a benefit,,,,,,,,
G8511,,,,Not a benefit,,,,,,,,
G8530,,,,Not a benefit,,,,,,,,
G8531,,,,Not a benefit,,,,,,,,
G8532,,,,Not a benefit,,,,,,,,
G8535,,,,Not a benefit,,,,,,,,
G8536,,,,Not a benefit,,,,,,,,
G8539,,,,Not a benefit,,,,,,,,
G8540,,,,Not a benefit,,,,,,,,
G8541,,,,Not a benefit,,,,,,,,
G8542,,,,Not a benefit,,,,,,,,
G8543,,,,Not a benefit,,,,,,,,
G8544,,,,Not a benefit,,,,,,,,
G8545,,,,Not a benefit,,,,,,,,
G8547,,,,Not a benefit,,,,,,,,
G8548,,,,Not a benefit,,,,,,,,
G8549,,,,Not a benefit,,,,,,,,
G8551,,,,Not a benefit,,,,,,,,
G8552,,,,Not a benefit,,,,,,,,
G8559,,,,Not a benefit,,,,,,,,
G8560,,,,Not a benefit,,,,,,,,
G8561,,,,Not a benefit,,,,,,,,
G8562,,,,Not a benefit,,,,,,,,
G8563,,,,Not a benefit,,,,,,,,
G8564,,,,Not a benefit,,,,,,,,
G8565,,,,Not a benefit,,,,,,,,
G8566,,,,Not a benefit,,,,,,,,
G8567,,,,Not a benefit,,,,,,,,
G8568,,,,Not a benefit,,,,,,,,
G8569,,,,Not a benefit,,,,,,,,
G8570,,,,Not a benefit,,,,,,,,
G8571,,,,Not a benefit,,,,,,,,
G8572,,,,Not a benefit,,,,,,,,
G8573,,,,Not a benefit,,,,,,,,
G8574,,,,Not a benefit,,,,,,,,
G8575,,,,Not a benefit,,,,,,,,
G8576,,,,Not a benefit,,,,,,,,
G8577,,,,Not a benefit,,,,,,,,
G8578,,,,Not a benefit,,,,,,,,
G8579,,,,Not a benefit,,,,,,,,
G8580,,,,Not a benefit,,,,,,,,
G8581,,,,Not a benefit,,,,,,,,
G8582,,,,Not a benefit,,,,,,,,
G8583,,,,Not a benefit,,,,,,,,
G8584,,,,Not a benefit,,,,,,,,
G8585,,,,Not a benefit,,,,,,,,
G8586,,,,Not a benefit,,,,,,,,
G8587,,,,Not a benefit,,,,,,,,
G8593,,,,Not a benefit,,,,,,,,
G8594,,,,Not a benefit,,,,,,,,
G8595,,,,Not a benefit,,,,,,,,
G8597,,,,Not a benefit,,,,,,,,
G8598,,,,Not a benefit,,,,,,,,
G8599,,,,Not a benefit,,,,,,,,
G8600,,,,Not a benefit,,,,,,,,
G8601,,,,Not a benefit,,,,,,,,
G8602,,,,Not a benefit,,,,,,,,
G8627,,,,Not a benefit,,,,,,,,
G8628,,,,Not a benefit,,,,,,,,
G8629,,,,Not a benefit,,,,,,,,
G8630,,,,Not a benefit,,,,,,,,
G8631,,,,Not a benefit,,,,,,,,
G8632,,,,Not a benefit,,,,,,,,
G8633,,,,Not a benefit,,,,,,,,
G8634,,,,Not a benefit,,,,,,,,
G8635,,,,Not a benefit,,,,,,,,
G8645,,,,Not a benefit,,,,,,,,
G8646,,,,Not a benefit,,,,,,,,
G8647,,,,Not a benefit,,,,,,,,
G8648,,,,Not a benefit,,,,,,,,
G8649,,,,Not a benefit,,,,,,,,
G8650,,,,Not a benefit,,,,,,,,
G8651,,,,Not a benefit,,,,,,,,
G8652,,,,Not a benefit,,,,,,,,
G8653,,,,Not a benefit,,,,,,,,
G8654,,,,Not a benefit,,,,,,,,
G8655,,,,Not a benefit,,,,,,,,
G8656,,,,Not a benefit,,,,,,,,
G8657,,,,Not a benefit,,,,,,,,
G8658,,,,Not a benefit,,,,,,,,
G8659,,,,Not a benefit,,,,,,,,
G8660,,,,Not a benefit,,,,,,,,
G8661,,,,Not a benefit,,,,,,,,
G8662,,,,Not a benefit,,,,,,,,
G8663,,,,Not a benefit,,,,,,,,
G8664,,,,Not a benefit,,,,,,,,
G8665,,,,Not a benefit,,,,,,,,
G8666,,,,Not a benefit,,,,,,,,
G8667,,,,Not a benefit,,,,,,,,
G8668,,,,Not a benefit,,,,,,,,
G8669,,,,Not a benefit,,,,,,,,
G8670,,,,Not a benefit,,,,,,,,
G8671,,,,Not a benefit,,,,,,,,
G8672,,,,Not a benefit,,,,,,,,
G8673,,,,Not a benefit,,,,,,,,
G8674,,,,Not a benefit,,,,,,,,
G8682,,,,Not a benefit,,,,,,,,
G8683,,,,Not a benefit,,,,,,,,
G8685,,,,Not a benefit,,,,,,,,
G8694,,,,Not a benefit,,,,,,,,
G8696,,,,Not a benefit,,,,,,,,
G8697,,,,Not a benefit,,,,,,,,
G8698,,,,Not a benefit,,,,,,,,
G8699,,,,Not a benefit,,,,,,,,
G8700,,,,Not a benefit,,,,,,,,
G8701,,,,Not a benefit,,,,,,,,
G8702,,,,Not a benefit,,,,,,,,
G8703,,,,Not a benefit,,,,,,,,
G8704,,,,Not a benefit,,,,,,,,
G8705,,,,Not a benefit,,,,,,,,
G8706,,,,Not a benefit,,,,,,,,
G8707,,,,Not a benefit,,,,,,,,
G8708,,,,Not a benefit,,,,,,,,
G8709,,,,Not a benefit,,,,,,,,
G8710,,,,Not a benefit,,,,,,,,
G8711,,,,Not a benefit,,,,,,,,
G8712,,,,Not a benefit,,,,,,,,
G8713,,,,Not a benefit,,,,,,,,
G8714,,,,Not a benefit,,,,,,,,
G8717,,,,Not a benefit,,,,,,,,
G8718,,,,Not a benefit,,,,,,,,
G8720,,,,Not a benefit,,,,,,,,
G8721,,,,Not a benefit,,,,,,,,
G8722,,,,Not a benefit,,,,,,,,
G8723,,,,Not a benefit,,,,,,,,
G8724,,,,Not a benefit,,,,,,,,
G8725,,,,Not a benefit,,,,,,,,
G8726,,,,Not a benefit,,,,,,,,
G8728,,,,Not a benefit,,,,,,,,
G8730,,,,Not a benefit,,,,,,,,
G8731,,,,Not a benefit,,,,,,,,
G8732,,,,Not a benefit,,,,,,,,
G8733,,,,Not a benefit,,,,,,,,
G8734,,,,Not a benefit,,,,,,,,
G8735,,,,Not a benefit,,,,,,,,
G8736,,,,Not a benefit,,,,,,,,
G8737,,,,Not a benefit,,,,,,,,
G8738,,,,Not a benefit,,,,,,,,
G8739,,,,Not a benefit,,,,,,,,
G8740,,,,Not a benefit,,,,,,,,
G8749,,,,Not a benefit,,,,,,,,
G8751,,,,Not a benefit,,,,,,,,
G8752,,,,Not a benefit,,,,,,,,
G8753,,,,Not a benefit,,,,,,,,
G8754,,,,Not a benefit,,,,,,,,
G8755,,,,Not a benefit,,,,,,,,
G8756,,,,Not a benefit,,,,,,,,
G8757,,,,Not a benefit,,,,,,,,
G8758,,,,Not a benefit,,,,,,,,
G8759,,,,Not a benefit,,,,,,,,
G8760,,,,Not a benefit,,,,,,,,
G8761,,,,Not a benefit,,,,,,,,
G8762,,,,Not a benefit,,,,,,,,
G8763,,,,Not a benefit,,,,,,,,
G8764,,,,Not a benefit,,,,,,,,
G8765,,,,Not a benefit,,,,,,,,
G8767,,,,Not a benefit,,,,,,,,
G8768,,,,Not a benefit,,,,,,,,
G8769,,,,Not a benefit,,,,,,,,
G8770,,,,Not a benefit,,,,,,,,
G8771,,,,Not a benefit,,,,,,,,
G8772,,,,Not a benefit,,,,,,,,
G8773,,,,Not a benefit,,,,,,,,
G8774,,,,Not a benefit,,,,,,,,
G8775,,,,Not a benefit,,,,,,,,
G8776,,,,Not a benefit,,,,,,,,
G8777,,,,Not a benefit,,,,,,,,
G8778,,,,Not a benefit,,,,,,,,
G8779,,,,Not a benefit,,,,,,,,
G8780,,,,Not a benefit,,,,,,,,
G8781,,,,Not a benefit,,,,,,,,
G8782,,,,Not a benefit,,,,,,,,
G8783,,,,Not a benefit,,,,,,,,
G8784,,,,Not a benefit,,,,,,,,
G8785,,,,Not a benefit,,,,,,,,
G8786,,,,Not a benefit,,,,,,,,
G8797,,,,Not a benefit,,,,,,,,
G8798,,,,Not a benefit,,,,,,,,
G8806,,,,Not a benefit,,,,,,,,
G8807,,,,Not a benefit,,,,,,,,
G8808,,,,Not a benefit,,,,,,,,
G8809,,,,Not a benefit,,,,,,,,
G8810,,,,Not a benefit,,,,,,,,
G8811,,,,Not a benefit,,,,,,,,
G8815,,,,Not a benefit,,,,,,,,
G8816,,,,Not a benefit,,,,,,,,
G8817,,,,Not a benefit,,,,,,,,
G8818,,,,Not a benefit,,,,,,,,
G8825,,,,Not a benefit,,,,,,,,
G8826,,,,Not a benefit,,,,,,,,
G8833,,,,Not a benefit,,,,,,,,
G8834,,,,Not a benefit,,,,,,,,
G8838,,,,Not a benefit,,,,,,,,
G8839,,,,Not a benefit,,,,,,,,
G8840,,,,Not a benefit,,,,,,,,
G8841,,,,Not a benefit,,,,,,,,
G8842,,,,Not a benefit,,,,,,,,
G8843,,,,Not a benefit,,,,,,,,
G8844,,,,Not a benefit,,,,,,,,
G8845,,,,Not a benefit,,,,,,,,
G8846,,,,Not a benefit,,,,,,,,
G8848,,,,Not a benefit,,,,,,,,
G8849,,,,Not a benefit,,,,,,,,
G8850,,,,Not a benefit,,,,,,,,
G8851,,,,Not a benefit,,,,,,,,
G8852,,,,Not a benefit,,,,,,,,
G8853,,,,Not a benefit,,,,,,,,
G8854,,,,Not a benefit,,,,,,,,
G8855,,,,Not a benefit,,,,,,,,
G8856,,,,Not a benefit,,,,,,,,
G8857,,,,Not a benefit,,,,,,,,
G8858,,,,Not a benefit,,,,,,,,
G8859,,,,Not a benefit,,,,,,,,
G8860,,,,Not a benefit,,,,,,,,
G8861,,,,Not a benefit,,,,,,,,
G8862,,,,Not a benefit,,,,,,,,
G8863,,,,Not a benefit,,,,,,,,
G8864,,,,Not a benefit,,,,,,,,
G8865,,,,Not a benefit,,,,,,,,
G8866,,,,Not a benefit,,,,,,,,
G8867,,,,Not a benefit,,,,,,,,
G8868,,,,Not a benefit,,,,,,,,
G8869,,,,Not a benefit,,,,,,,,
G8870,,,,Not a benefit,,,,,,,,
G8871,,,,Not a benefit,,,,,,,,
G8872,,,,Not a benefit,,,,,,,,
G8873,,,,Not a benefit,,,,,,,,
G8874,,,,Not a benefit,,,,,,,,
G8875,,,,Not a benefit,,,,,,,,
G8876,,,,Not a benefit,,,,,,,,
G8877,,,,Not a benefit,,,,,,,,
G8878,,,,Not a benefit,,,,,,,,
G8879,,,,Not a benefit,,,,,,,,
G8880,,,,Not a benefit,,,,,,,,
G8881,,,,Not a benefit,,,,,,,,
G8882,,,,Not a benefit,,,,,,,,
G8883,,,,Not a benefit,,,,,,,,
G8884,,,,Not a benefit,,,,,,,,
G8885,,,,Not a benefit,,,,,,,,
G8886,,,,Not a benefit,,,,,,,,
G8887,,,,Not a benefit,,,,,,,,
G8888,,,,Not a benefit,,,,,,,,
G8889,,,,Not a benefit,,,,,,,,
G8890,,,,Not a benefit,,,,,,,,
G8891,,,,Not a benefit,,,,,,,,
G8892,,,,Not a benefit,,,,,,,,
G8893,,,,Not a benefit,,,,,,,,
G8894,,,,Not a benefit,,,,,,,,
G8895,,,,Not a benefit,,,,,,,,
G8896,,,,Not a benefit,,,,,,,,
G8897,,,,Not a benefit,,,,,,,,
G8898,,,,Not a benefit,,,,,,,,
G8899,,,,Not a benefit,,,,,,,,
G8900,,,,Not a benefit,,,,,,,,
G8902,,,,Not a benefit,,,,,,,,
G8903,,,,Not a benefit,,,,,,,,
G8904,,,,Not a benefit,,,,,,,,
G8905,,,,Not a benefit,,,,,,,,
G8906,,,,Not a benefit,,,,,,,,
G8907,,,,Not a benefit,,,,,,,,
G8908,,,,Not a benefit,,,,,,,,
G8909,,,,Not a benefit,,,,,,,,
G8910,,,,Not a benefit,,,,,,,,
G8911,,,,Not a benefit,,,,,,,,
G8912,,,,Not a benefit,,,,,,,,
G8913,,,,Not a benefit,,,,,,,,
G8914,,,,Not a benefit,,,,,,,,
G8915,,,,Not a benefit,,,,,,,,
G8916,,,,Not a benefit,,,,,,,,
G8917,,,,Not a benefit,,,,,,,,
G8918,,,,Not a benefit,,,,,,,,
G8923,,,,Not a benefit,,,,,,,,
G8924,,,,Not a benefit,,,,,,,,
G8925,,,,Not a benefit,,,,,,,,
G8926,,,,Not a benefit,,,,,,,,
G8927,,,,Not a benefit,,,,,,,,
G8928,,,,Not a benefit,,,,,,,,
G8929,,,,Not a benefit,,,,,,,,
G8930,,,,Not a benefit,,,,,,,,
G8931,,,,Not a benefit,,,,,,,,
G8932,,,,Not a benefit,,,,,,,,
G8933,,,,Not a benefit,,,,,,,,
G8934,,,,Not a benefit,,,,,,,,
G8935,,,,Not a benefit,,,,,,,,
G8936,,,,Not a benefit,,,,,,,,
G8937,,,,Not a benefit,,,,,,,,
G8938,,,,Not a benefit,,,,,,,,
G8939,,,,Not a benefit,,,,,,,,
G8940,,,,Not a benefit,,,,,,,,
G8941,,,,Not a benefit,,,,,,,,
G8942,,,,Not a benefit,,,,,,,,
G8943,,,,Not a benefit,,,,,,,,
G8944,,,,Not a benefit,,,,,,,,
G8946,,,,Not a benefit,,,,,,,,
G8947,,,,Not a benefit,,,,,,,,
G8948,,,,Not a benefit,,,,,,,,
G8949,,,,Not a benefit,,,,,,,,
G8950,,,,Not a benefit,,,,,,,,
G8951,,,,Not a benefit,,,,,,,,
G8952,,,,Not a benefit,,,,,,,,
G8953,,,,Not a benefit,,,,,,,,
G8955,,,,Not a benefit,,,,,,,,
G8956,,,,Not a benefit,,,,,,,,
G8957,,,,Not a benefit,,,,,,,,
G8958,,,,Not a benefit,,,,,,,,
G8959,,,,Not a benefit,,,,,,,,
G8960,,,,Not a benefit,,,,,,,,
G8961,,,,Not a benefit,,,,,,,,
G8962,,,,Not a benefit,,,,,,,,
G8963,,,,Not a benefit,,,,,,,,
G8964,,,,Not a benefit,,,,,,,,
G8965,,,,Not a benefit,,,,,,,,
G8966,,,,Not a benefit,,,,,,,,
G8967,,,,Not a benefit,,,,,,,,
G8968,,,,Not a benefit,,,,,,,,
G8969,,,,Not a benefit,,,,,,,,
G8970,,,,Not a benefit,,,,,,,,
G8971,,,,Not a benefit,,,,,,,,
G8972,,,,Not a benefit,,,,,,,,
G8973,,,,Not a benefit,,,,,,,,
G8974,,,,Not a benefit,,,,,,,,
G8975,,,,Not a benefit,,,,,,,,
G8976,,,,Not a benefit,,,,,,,,
G8977,,,,Not a benefit,,,,,,,,
G8978,,,,Not a benefit,,,,,,,,
G8979,,,,Not a benefit,,,,,,,,
G8980,,,,Not a benefit,,,,,,,,
G8981,,,,Not a benefit,,,,,,,,
G8982,,,,Not a benefit,,,,,,,,
G8983,,,,Not a benefit,,,,,,,,
G8984,,,,Not a benefit,,,,,,,,
G8985,,,,Not a benefit,,,,,,,,
G8986,,,,Not a benefit,,,,,,,,
G8987,,,,Not a benefit,,,,,,,,
G8988,,,,Not a benefit,,,,,,,,
G8989,,,,Not a benefit,,,,,,,,
G8990,,,,Not a benefit,,,,,,,,
G8991,,,,Not a benefit,,,,,,,,
G8992,,,,Not a benefit,,,,,,,,
G8993,,,,Not a benefit,,,,,,,,
G8994,,,,Not a benefit,,,,,,,,
G8995,,,,Not a benefit,,,,,,,,
G8996,,,,Not a benefit,,,,,,,,
G8997,,,,Not a benefit,,,,,,,,
G8998,,,,Not a benefit,,,,,,,,
G8999,,,,Not a benefit,,,,,,,,
G9001,,,,Not a benefit,,,,,,,,
G9002,,,,Not a benefit,,,,,,,,
G9003,,,,Not a benefit,,,,,,,,
G9004,,,,Not a benefit,,,,,,,,
G9005,,,,Not a benefit,,,,,,,,
G9006,,,,Rate Varies,012,999,000,No,,,,
G9007,,,,Not a benefit,,,,,,,,
G9009,,,,Not a benefit,,,,,,,,
G9010,,,,Not a benefit,,,,,,,,
G9011,,,,Not a benefit,,,,,,,,
G9012,,51.22,1.00,$51.22,000,999,000,No,,,,
G9013,,,,Not a benefit,,,,,,,,
G9014,,,,Not a benefit,,,,,,,,
G9016,,,,Not a benefit,,,,,,,,
G9017,,,,Not a benefit,,,,,,,,
G9018,,,,Not a benefit,,,,,,,,
G9019,,,,Not a benefit,,,,,,,,
G9020,,,,Not a benefit,,,,,,,,
G9033,,,,Not a benefit,,,,,,,,
G9050,,,,Not a benefit,,,,,,,,
G9051,,,,Not a benefit,,,,,,,,
G9052,,,,Not a benefit,,,,,,,,
G9053,,,,Not a benefit,,,,,,,,
G9054,,,,Not a benefit,,,,,,,,
G9055,,,,Not a benefit,,,,,,,,
G9056,,,,Not a benefit,,,,,,,,
G9057,,,,Not a benefit,,,,,,,,
G9058,,,,Not a benefit,,,,,,,,
G9059,,,,Not a benefit,,,,,,,,
G9060,,,,Not a benefit,,,,,,,,
